GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
OpenADRHTTPClient,com.avob.openadr.client.http,OadrHttpClientBuilder,37,266,4,6,9,58,6,11,2,10
OpenADRHTTPClient,com.avob.openadr.client.http,SSLSocketFactoryBuilder,110,137,4,8,32,40,5,5,1,3
OpenADRHTTPClient,com.avob.openadr.client.http,OadrHttpClient,82,12,4,0,13,5,4,1,2,1
