GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
OpenADRHTTPClient20b,com.avob.openadr.client.http.oadr20b.ven,OadrHttpVenClient20b,134,24,0,0,15,5,15,3,15,3
OpenADRHTTPClient20b,com.avob.openadr.client.http.oadr20b,OadrHttpClient20b,123,125,9,5,31,29,9,6,3,5
OpenADRHTTPClient20b,com.avob.openadr.client.http.oadr20b.vtn,OadrHttpVtnClient20b,180,26,0,0,21,5,18,3,18,3
